cdatetime;address;district;crimedescr;ucr_ncic_code;severity
07.01.2006 18:43;RIVERSIDE BLVD / BROADWAY;4;20002(A) HIT/RUN;5401;8
07.01.2006 18:45;4211 NORWOOD AVE;2;666 0PC PETTY THEFT W/PRI CONV;2399;1
07.01.2006 18:45;815 18TH ST;3;SUSP PERS-NO CRIME - I RPT;7000;9
07.01.2006 18:50;4551 MACK RD;5;459 PC  BURGLARY BUSINESS;2203;4
07.01.2006 18:50;G ST / 16TH ST;3;TRAFFIC-ACCIDENT INJURY;5400;10
07.01.2006 19:00;7336 0ROTELLA DR;6;459 PC  BURGLARY RESIDENCE;2204;4
07.01.2006 19:00;7739 CENTER PKWY;5;TOWED/STORED VEH-14602/6;7000;5
07.01.2006 19:00;2381 RIVER PLAZA DR;1;487(A) GRAND THEFT-CLOUT-UNLOC;2305;7
07.01.2006 19:00;7817 AMHERST ST;5;594(B)(2)(A) VANDALISM/ -$400;2999;2
07.01.2006 19:00;4800N KOKOMO DR;1;459 PC  BURGLARY VEHICLE;2299;3
07.01.2006 19:10;65TH ST / 18TH AVE;6;TOWED/STORED VEH-14602/6;7000;5
07.01.2006 19:11;3837 FRANKLIN BLVD;4;10851(A)VC TAKE VEH W/O OWNER;2404;4
07.01.2006 19:15;3201 42ND ST;6;CASUALTY REPORT;7000;9
07.01.2006 19:16;STOCKTON BLVD / FRUITRIDGE RD;6;TOWED/STORED VEHICLE;7000;4
07.01.2006 19:21;14TH ST / L ST;3;TOWED/STORED VEHICLE;7000;1
07.01.2006 19:25;26TH ST / CAPITOL AVE;3;TRAFFIC-ACCIDENT INJURY;5400;5
07.01.2006 19:30;CENTER PKWY / MACK RD;5;TOWED/STORED VEH-14602/6;7000;5
07.01.2006 19:30;545 K ST;3;459 PC  BURGLARY VEHICLE;2299;6
07.01.2006 19:40;459 WINDWARD WAY;4;243(E)1 BATTERY NONCOHAB SPOUS;1315;1
07.01.2006 19:41;713 37TH ST;3;243(D) PC BATT/CIVILIAN W/INJ;1315;6
07.01.2006 19:45;1689 ARDEN WAY;2;11357(B)HS POSS -28/5GR MARIJ;3562;3
07.01.2006 19:59;STOCKTON BLVD / FRUITRIDGE RD;6;TOWED/STORED VEH-14602/6;7000;6
08.01.2006 00:00;181 CATHCART AVE;2;10851(A)VC TAKE VEH W/O OWNER;2404;10
08.01.2006 00:01;288 HOWE AVE;3;TELEPEST -I RPT;7000;8
08.01.2006 00:01;3126 0SANTA CRUZ WAY;6;530/5 PC USE PERSONAL ID INFO;2604;2
08.01.2006 00:17;148 LINDLEY DR;2;647(F) PC DIP - DISORDERLY;5311;5
08.01.2006 00:36;3630 DOWNEY WAY;6;243(E)1 BATTERY NONCOHAB SPOUS;1315;4
08.01.2006 00:50;STOCKTON BLVD / 47TH AVE;6;23152(A) VC DUI-ALCOHOL/DRUGS;5404;2
08.01.2006 01:00;STOCKTON BLVD / FRUITRIDGE RD;6;211 PC  ROBBERY UNSPECIFIED;1299;2
08.01.2006 01:22;S ST / 11TH ST;3;23152(A) VC DUI-ALCOHOL/DRUGS;5404;8
08.01.2006 01:25;CAPITOL AVE / 15TH ST;3;242 PC  BATTERY CIVILIAN;1313;2
08.01.2006 01:30;1562 RESPONSE RD;2;594(B)(2)(A) VANDALISM/ -$400;2999;2
08.01.2006 01:30;645 CALVADOS AVE;2;10851(A)VC TAKE VEH W/O OWNER;2404;5
08.01.2006 01:30;7657 WALSH WAY;5;459 PC  BURGLARY RESIDENCE;2204;1
08.01.2006 01:36;21ST ST / P ST;3;O/S AGENCY -ASSISTANCE- I RPT;7000;9
08.01.2006 01:38;13TH AVE / STOCKTON BLVD;6;11364 HS POSS DRUG PARAPH;3599;5
08.01.2006 01:51;FRANKLIN BLVD / BROOKFIELD DR;5;TOWED/STORED VEH-14602/6;7000;3
08.01.2006 01:54;1448 MATHEWS WAY;5;10851(A)VC TAKE VEH W/O OWNER;2404;9
08.01.2006 01:55;9TH ST / J ST;3;211 PC ROBBERY-PURSE SNATCH;1210;4
08.01.2006 01:57;65TH STREET EXPY / LEMON HILL AVE;6;23152(A) VC DUI-ALCOHOL/DRUGS;5404;10
08.01.2006 02:00;805 15TH ST;3;242 PC  BATTERY CIVILIAN;1313;10
08.01.2006 02:00;7430 50TH AVE;6;594(B)(2)(A) VANDALISM/ -$400;2999;3
08.01.2006 02:07;805 15TH ST;3;3056 0PAROLE VIO - I RPT;7000;4
08.01.2006 02:15;29TH ST / K ST;3;20001(A) VC HIT/RUN INJ/DEATH;5401;9
08.01.2006 02:18;3700 DIDCOT CIR;2;459 PC  BURGLARY RESIDENCE;2204;5
08.01.2006 02:20;3651 NORWOOD AVE;2;211 PC  ROBBERY UNSPECIFIED;1299;3
08.01.2006 02:30;1417 R ST;3;MISSING PERSON I RPT;7000;5
08.01.2006 02:30;1947 SOUTH AVE;2;487(A) GRAND THEFT-AUTO PARTS;2304;1
08.01.2006 02:36;E ST / 30TH ST;3;242 PC  BATTERY CIVILIAN;1313;6
08.01.2006 02:45;4307 BURGESS DR;2;12303/3 PC DEST DVC INTENT INJ;5207;7
08.01.2006 02:50;1696 0ARDEN WAY;2;TOWED/STORED VEH-14602/6;7000;6
08.01.2006 03:00;4149 ENGLEWOOD ST;2;10851(A)VC TAKE VEH W/O OWNER;2404;4
08.01.2006 03:00;2ND AVE / 58TH ST;6;243(D) PC BATT/CIVILIAN W/INJ;1315;2
08.01.2006 03:00;7690 JACINTO RD;5;TELEPEST -I RPT;7000;9
08.01.2006 03:10;3326 040TH ST;6;CASUALTY REPORT;7000;5
08.01.2006 03:45;782006 050TH AVE;6;243(D) PC BATT/CIVILIAN W/INJ;1315;9
08.01.2006 04:00;7308 FARM DALE WAY;4;594(B)(1)PC  VANDALISM +$400;2999;6
08.01.2006 04:00;5350 DUNLAY DR;1;594(B)(2)(A) VANDALISM/ -$400;2999;3
08.01.2006 05:32;COSUMNES RIVER BLVD / CENTER PKWY;5;TOWED/STORED VEHICLE;7000;4
08.01.2006 07:00;LAKE CREST WAY / GLORIA DR;4;10851 VC AUTO THEFT LOCATE;2404;5
08.01.2006 07:45;5940 SEYFERTH WAY;5;10851(A)VC TAKE VEH W/O OWNER;2404;7
08.01.2006 07:45;151 GLOBE AVE;2;10851(A)VC TAKE VEH W/O OWNER;2404;3
08.01.2006 07:51;5 POLVADERA CT;4;CASUALTY REPORT;7000;5
08.01.2006 08:00;1820 FRIENZA AVE;2;459 PC  BURGLARY-UNSPECIFIED;2299;8
08.01.2006 08:02;5TH ST / O ST;3;BATTERY - I RPT;7000;7
08.01.2006 08:15;8389 FOLSOM BLVD;3;484G(A)PC USE FORGED CARD;2605;9
08.01.2006 08:30;1119 GLENROSE AVE;2;459 PC  BURGLARY RESIDENCE;2204;5
08.01.2006 08:33;148 FAIRBANKS AVE;2;211 PC  ROBBERY UNSPECIFIED;1299;4
08.01.2006 09:00;3820 SHINING STAR DR;5;10851(A)VC TAKE VEH W/O OWNER;2404;10
08.01.2006 09:00;8245 LAKE FOREST DR;3;459 PC  BURGLARY RESIDENCE;2204;2
08.01.2006 09:15;TANGERINE AVE / BROOKFIELD DR;5;TRAFFIC-ACCIDENT-NON INJURY;5400;5
08.01.2006 09:44;2720 STONECREEK DR;1;243(E)1 BATTERY NONCOHAB SPOUS;1315;2
08.01.2006 09:46;3708 2ND AVE;6;212/5(A)ROBBERY-INHAB DWELLING;1299;5
08.01.2006 09:49;739 DIXIEANNE AVE;2;11350(A)HS POSS CNTRL SUBST;3532;7
08.01.2006 09:53;7678 ROTHERTON WAY;5;459 PC  BURGLARY RESIDENCE;2204;8
08.01.2006 10:00;3905 ELM ST;2;BATTERY - I RPT;7000;2
08.01.2006 10:03;W EL CAMINO AVE / GATEWAY OAKS DR;1;TRAFFIC-ACCIDENT-NON INJURY;5400;7
08.01.2006 10:06;3959 Y ST;6;CASUALTY REPORT;7000;2
08.01.2006 10:15;10TH ST / K ST;3;CASUALTY REPORT;7000;3
08.01.2006 10:30;5401 FREEPORT BLVD;4;459 PC  BURGLARY VEHICLE;2299;4
08.01.2006 10:33;6231 FRUITRIDGE RD;6;484 PC   PETTY THEFT/INSIDE;2308;7
08.01.2006 10:33;1525 24TH ST;3;TOWED/STORED VEHICLE;7000;10
08.01.2006 10:48;3928 MAY ST;2;10851(A)VC TAKE VEH W/O OWNER;2404;7
08.01.2006 11:00;2101 48TH AVE;4;FRAUD OR BUNCO - I RPT;7000;3
08.01.2006 11:01;2100 BROADWAY;4;484 PETTY THEFT-SHOPLIFT;2303;5
08.01.2006 11:05;4321 TRUXEL RD;1;TOWED/STORED VEHICLE;7000;4
08.01.2006 11:13;2422 DEL PASO BLVD;2;459 PC  BURGLARY BUSINESS;2203;4
08.01.2006 11:17;2960 NORTHGATE BLVD;1;CASUALTY REPORT;7000;4
08.01.2006 11:36;4130 DAYTON ST;2;245(A)(1)AWDW/NO FIREARM/CIVIL;1315;2
08.01.2006 11:51;SANTIAGO AVE / WESTERN AVE;2;10851 VC AUTO THEFT LOCATE;2404;9
08.01.2006 12:00;3918 HAYWOOD ST;2;459 PC  BURGLARY RESIDENCE;2204;5
08.01.2006 12:00;1511 EDGEMORE AVE;1;459 PC  BURGLARY RESIDENCE;2204;6
08.01.2006 12:15;320069 MARYSVILLE BLVD;2;10851(A)VC TAKE VEH W/O OWNER;2404;2
08.01.2006 12:30;6730 4TH AVE;6;243(E)1 BATTERY NONCOHAB SPOUS;1315;3
08.01.2006 12:30;7655 MARALEE WAY;6;MISSING PERSON;7000;7
08.01.2006 12:58;MARTIN LUTHER KING JR BLVD / 23RD AVE;6;23153(A) VC DUI CAUSE INJURY;5404;6
08.01.2006 13:00;101 DEL VERDE CIR;1;MISSING PERSON;7000;10
08.01.2006 13:00;4151 CLYDE CT;3;459 PC  BURGLARY RESIDENCE;2204;7
08.01.2006 13:30;8101 COSUMNES RIVER BLVD;5;484 PC   PETTY THEFT/INSIDE;2308;8
08.01.2006 13:31;1967 WHITMAN WAY;5;NEIGHBORHOOD DISTURBANCE-I RPT;7000;2
08.01.2006 13:35;2787 WISSEMANN DR;3;166(A)(4) WILFUL DISOBEY CT OR;5005;1
08.01.2006 13:41;5051 FRUITRIDGE RD;6;459 PC  BURGLARY VEHICLE;2299;6
08.01.2006 14:00;2526 0L ST;3;459 PC  BURGLARY RESIDENCE;2204;9
08.01.2006 14:00;1125 2ND ST;3;594(B)(2)(A) VANDALISM/ -$400;2999;1
08.01.2006 15:00;6854 BUENA TERRA WAY;4;MISSING PERSON;7000;9
08.01.2006 15:00;4200 NORTON WAY;4;487(A) PC GRAND THEFT;2303;9
08.01.2006 15:00;7534 ADDISON WAY;5;MISSING PERSON I RPT;7000;8
08.01.2006 15:00;712 DUNBARTON CIR;3;459 PC  BURGLARY RESIDENCE;2204;8
08.01.2006 15:15;43RD ST / 2ND AVE;6;10851 VC AUTO THEFT LOCATE;2404;9
08.01.2006 15:30;FIREHOUSE ALY / K ST;3;459 PC  BURGLARY VEHICLE;2299;1
08.01.2006 15:30;1990 3RD ST;3;459 PC  BURGLARY BUSINESS;2203;5
08.01.2006 15:30;EXPOSITION BLVD / CHALLENGE WAY;2;NON INJ HR/MAIL OUT REPORT;7000;7
08.01.2006 15:47;1071 SANTIAGO AVE;2;10851 VC AUTO THEFT LOCATE;2404;3
08.01.2006 15:51;120063 SANTIAGO AVE;2;RECOVERED PROPERTY - I RPT;7000;5
08.01.2006 16:00;2761 29TH AVE;4;MISSING PERSON;7000;3
08.01.2006 16:00;7655 MARALEE WAY;6;MISSING PERSON;7000;4
08.01.2006 16:00;7814 SUMMERSDALE DR;5;459 PC  BURGLARY RESIDENCE;2204;6
08.01.2006 16:00;6001 RIZA AVE;6;CASUALTY REPORT;7000;4
08.01.2006 16:01;ALHAMBRA BLVD / P ST;3;11377(A)HS POSS AMPHETAMINES;3572;2
08.01.2006 16:30;FRUITRIDGE RD / 28TH ST;4;22435/2(A) BP POSS SHOP CART;2399;2
08.01.2006 16:30;1164 25TH AVE;4;459 PC  BURGLARY RESIDENCE;2204;6
08.01.2006 16:30;28TH ST / FRUITRIDGE RD;4;TOWED/STORED VEHICLE;7000;6
08.01.2006 16:52;MACK RD / FRANKLIN BLVD;5;TRAFFIC-ACCIDENT INJURY;5400;1
08.01.2006 17:00;8 BRIAR CREEK CT;2;10851(A)VC TAKE VEH W/O OWNER;2404;4
08.01.2006 17:00;7550 18TH ST;5;484 PETTY THEFT/LICENSE PLATE;2399;9
08.01.2006 17:00;156 0CREEKSIDE CIR;5;459 PC  BURGLARY RESIDENCE;2204;1
08.01.2006 17:00;4100 NORTHGATE BLVD;1;459 PC  BURGLARY VEHICLE;2299;2
08.01.2006 17:00;2520 K ST;3;SUSP PERS-NO CRIME - I RPT;7000;7
08.01.2006 17:01;4285 65TH ST;6;245(A)(1)AWDW/NO FIREARM/CIVIL;1315;7
08.01.2006 17:05;FRUITRIDGE RD / 28TH ST;4;23152(A) VC DUI-ALCOHOL/DRUGS;5404;8
08.01.2006 17:09;ALPINE FROST DR / COVEY CREEK WAY;5;TOWED/STORED VEHICLE;7000;10
08.01.2006 17:17;1711 P ST;3;243(E)1 BATTERY NONCOHAB SPOUS;1315;6
08.01.2006 17:30;8485 SUNNYBRAE DR;5;TELEPEST -I RPT;7000;9
08.01.2006 17:40;3561 TRUXEL RD;1;594(B)(1)PC  VANDALISM +$400;2999;9
08.01.2006 17:50;ELDER CREEK RD / PANTANO DR;6;TOWED/STORED VEHICLE;7000;6
08.01.2006 17:53;3982 12TH AVE;6;MISSING PERSON LOCATE O/S ASSI;7000;1
08.01.2006 18:00;3555 AUBURN BLVD;2;MISSING PERSON;7000;4
08.01.2006 18:00;1025 ALHAMBRA BLVD;3;484 PC PETTY THEFT;2399;2
08.01.2006 18:00;6000 LEMON HILL AVE;6;459 PC  BURGLARY VEHICLE;2299;6
08.01.2006 18:00;BROADWAY / 19TH ST;4;243(E)1 BATTERY NONCOHAB SPOUS;1315;8
08.01.2006 18:00;6600 BRUCEVILLE RD;5;459 PC  BURGLARY VEHICLE;2299;1
08.01.2006 18:00;3833 17TH AVE;6;NON INJ HR/MAIL OUT REPORT;7000;7
08.01.2006 18:14;73RD ST / 21ST AVE;6;TOWED/STORED VEH-14602/6;7000;8
08.01.2006 18:30;ALTOS AVE / ACACIA AVE;2;12403/7(G) PC ILLGL POSS TRGAS;5299;7
08.01.2006 18:30;MACK RD / VALLEY HI DR;5;10851(A)VC TAKE VEH W/O OWNER;2404;9
08.01.2006 18:30;1001 OLIVERA WAY;2;10851(A)VC TAKE VEH W/O OWNER;2404;2
08.01.2006 18:33;4791 65TH ST;6;368(B)(1) CRUELTY/ELDER/ W/INJ;1315;5
08.01.2006 18:44;COSUMNES RIVER BLVD / CENTER PKWY;5;TOWED/STORED VEH-14602/6;7000;1
08.01.2006 19:00;6579 CUNNINGHAM WAY;6;594(B)(2)(A) VANDALISM/ -$400;2999;9
08.01.2006 19:11;MARTIN LUTHER KING JR BLVD / 15TH AVE;6;TOWED/STORED VEH-14602/6;7000;7
08.01.2006 19:20;TAYLOR ST / JESSIE AVE;2;211 PC  ROBBERY UNSPECIFIED;1299;7
08.01.2006 19:30;ALTOS AVE / ACACIA AVE;2;SUSPICIOUS VEHICLE - I RPT;7000;3
08.01.2006 19:30;1690 ARDEN WAY;2;459 PC  BURGLARY VEHICLE;2299;10
08.01.2006 19:37;3800 STOCKTON BLVD;6;243(D) PC BATT/CIVILIAN W/INJ;1315;3
08.01.2006 19:48;3725 32ND ST;6;11378 HS POSS/SALE AMPHETAMINE;3571;1
08.01.2006 19:54;1325 18TH ST;3;243(D) PC BATT/CIVILIAN W/INJ;1315;8
09.01.2006 00:00;3200 TRUXEL RD;1;459 PC  BURGLARY VEHICLE;2299;3
09.01.2006 00:00;6907 VILLA JUARES CIR;6;459 PC  BURGLARY VEHICLE;2299;3
09.01.2006 00:00;3223 DONNER WAY;6;LOST PROPERTY - I RPT;7000;1
09.01.2006 00:00;2 SUNBORG CT;2;530/5 PC USE PERSONAL ID INFO;2604;8
09.01.2006 00:00;6390 BROADWAY;6;594(B)(2)(A) VANDALISM/ -$400;2999;10
09.01.2006 00:01;2645 PLOVER ST;2;484 PETTY THEFT/LICENSE PLATE;2399;10
09.01.2006 00:01;1360 TUGGLE WAY;4;484 PC PETTY THEFT;2399;5
09.01.2006 00:01;8236 0CENTER PKWY;5;459 PC  BURGLARY VEHICLE;2299;7
09.01.2006 00:01;4855 DARLINGTON LN;1;459 PC  BURGLARY VEHICLE;2299;1
09.01.2006 00:01;2155 55TH AVE;4;530/5 PC USE PERSONAL ID INFO;2604;3
09.01.2006 00:01;8376 0FRUITRIDGE RD;6;487(A) GRAND THEFT-INSIDE;2308;4
09.01.2006 00:01;1109 1/2 39TH ST;3;530/5 PC USE PERSONAL ID INFO;2604;8
09.01.2006 00:05;1689 ARDEN WAY;2;10851 VC AUTO THEFT LOCATE;2404;1
09.01.2006 00:09;226 0SANTIAGO AVE;2;10851(A)VC TAKE VEH W/O OWNER;2404;8
09.01.2006 00:10;3916 0TEMPLE AVE;6;10851 VC AUTO THEFT LOCATE;2404;9
09.01.2006 00:15;5TH ST / S ST;3;211 PC  ROBBERY UNSPECIFIED;1299;3
09.01.2006 00:21;845 EL CAMINO AVE;2;11364 HS POSS DRUG PARAPH;3599;1
09.01.2006 00:30;AMERICAN RIVER DR / HOWE AVE;3;10851(A)VC TAKE VEH W/O OWNER;2404;2
09.01.2006 00:30;4570 TIDEWIND DR;2;484 PC   PETTY THEFT/INSIDE;2308;6
09.01.2006 00:30;17 LA PERA CT;5;243(E)1 BATTERY NONCOHAB SPOUS;1315;5
09.01.2006 00:41;4307 BURGESS DR;2;451(B) PC ARSON OF INHAB STRUC;2099;2
09.01.2006 00:45;3765 ANDROS WAY;5;MISSING PERSON;7000;9
09.01.2006 00:45;6205 RIVERSIDE BLVD;4;245(A)(1)AWDW/NO FIREARM/CIVIL;1315;6
09.01.2006 00:50;EL CAMINO AVE / DEL PASO BLVD;2;TOWED/STORED VEH-14602/6;7000;10
09.01.2006 01:07;6421 RIVERSIDE BLVD;4;459 PC  BURGLARY BUSINESS;2203;5
09.01.2006 01:18;4332 NORWOOD AVE;2;MISSING PERSON;7000;3
09.01.2006 01:35;941 43RD AVE;4;5150 WI DANGER SELF/OTHERS;7000;1
09.01.2006 01:45;2750 SUTTERVILLE RD;4;MISSING PERSON;7000;6
09.01.2006 01:49;ALHAMBRA BLVD / W ST;6;647(F) PC DIP - DISORDERLY;5311;6
09.01.2006 02:10;8017 ARROYO VISTA DR;5;459 PC  BURGLARY VEHICLE;2299;1
09.01.2006 02:30;FRUITRIDGE RD / STOCKTON BLVD;6;10851(A)VC TAKE VEH W/O OWNER;2404;8
09.01.2006 02:43;5321 STOCKTON BLVD;6;FOUND PROPERTY - I RPT;7000;2
09.01.2006 02:48;2636 0LATHAM DR;3;459 PC  BURGLARY BUSINESS;2203;7
09.01.2006 03:00;2750 SUTTERVILLE RD;4;MISSING PERSON;7000;3
09.01.2006 03:27;2444 EMPRESS ST;2;459 PC  BURGLARY RESIDENCE;2204;10
09.01.2006 03:54;104 FOUNTAIN OAKS CIR;4;10851(A)VC TAKE VEH W/O OWNER;2404;6
09.01.2006 03:59;1331 21ST ST;3;459 PC  BURGLARY BUSINESS;2203;5
09.01.2006 04:49;2201 K ST;3;459 PC  BURGLARY BUSINESS;2203;5
09.01.2006 05:00;6222 BOBBIWOOD WAY;6;459 PC  BURGLARY RESIDENCE;2204;1
09.01.2006 05:42;UNION ST / RIO LINDA BLVD;2;11377(A)HS POSS AMPHETAMINES;3572;1
09.01.2006 05:53;S WATT AVE / FRUITRIDGE RD;6;TRAFFIC-ACCIDENT-NON INJURY;5400;10
09.01.2006 06:00;3257 NORTHVIEW DR;1;459 PC  BURGLARY VEHICLE;2299;6
09.01.2006 06:25;6 0DEERTREE CT;5;10851(A)VC TAKE VEH W/O OWNER;2404;3
09.01.2006 06:30;2303 ROANOKE AVE;2;10851(A)VC TAKE VEH W/O OWNER;2404;7
09.01.2006 06:36;56TH ST / BROADWAY;6;20002(A) HIT/RUN;5401;3
09.01.2006 06:41;2150 STOCKTON BLVD;6;5150 WI DANGER SELF/OTHERS;7000;7
09.01.2006 06:50;1002 2ND ST;3;459 PC  BURGLARY BUSINESS;2203;7
09.01.2006 07:00;2315 STOCKTON BLVD;6;THREATS - I RPT;7000;2
09.01.2006 07:00;HOWE AVE / AMERICAN RIVER DR;3;TRAFFIC-ACCIDENT INJURY;5400;1
09.01.2006 07:00;8583 ELDER CREEK RD;6;459 PC  BURGLARY VEHICLE;2299;10
09.01.2006 07:20;1955 71ST AVE;5;459 PC  BURGLARY RESIDENCE;2204;3
09.01.2006 07:28;35TH ST / 3RD AVE;6;TOWED/STORED VEHICLE;7000;4
09.01.2006 07:39;1201 FRONT ST;3;594(B)(2)(A) VANDALISM/ -$400;2999;10
09.01.2006 07:45;425 UNIVERSITY AVE;3;10851(A)VC TAKE VEH W/O OWNER;2404;3
09.01.2006 07:45;VALLEY HI DR / BRUCEVILLE RD;5;TOWED/STORED VEHICLE;7000;3
09.01.2006 07:56;1630 59TH AVE;4;5150 WI DANGER SELF/OTHERS;7000;7
09.01.2006 08:00;1407 COMMONS DR;3;10851(A)VC TAKE VEH W/O OWNER;2404;1
09.01.2006 08:00;7633 22ND ST;5;LOST PROPERTY - I RPT;7000;9
09.01.2006 08:00;1672 ROSALIND ST;2;484 PC   THEFT-LIC PLATE TABS;2399;2
09.01.2006 08:00;999 ARCADE BLVD;2;484 PC  PETTY THEFT/ OUTSIDE;2309;2
09.01.2006 08:00;6715 GLORIA DR;4;MISSING PERSON;7000;9
09.01.2006 08:15;MARTIN LUTHER KING JR BLVD / BROADWAY;6;TOWED/STORED VEH-14602/6;7000;7
09.01.2006 08:18;BROADWAY / STOCKTON BLVD;6;TOWED/STORED VEHICLE;7000;9
09.01.2006 08:20;TRUXEL RD / GATEWAY PARK BLVD;1;484 PETTY THEFT CLOUT UNLOCKED;2305;6
09.01.2006 08:26;37TH ST / 2ND AVE;6;TOWED/STORED VEHICLE;7000;4
09.01.2006 08:30;1551 UNIVERSITY AVE;3;484 PETTY THEFT/LICENSE PLATE;2399;6
09.01.2006 08:30;1551 UNIVERSITY AVE;3;10851(A)VC TAKE VEH W/O OWNER;2404;9
09.01.2006 08:30;8233 BELVEDERE AVE;6;242 PC  BATTERY CIVILIAN;1313;7
09.01.2006 08:36;2338 FLORIN RD;5;647(F) PC PUB INTOX-DETOX ONLY;5311;1
09.01.2006 08:40;ELEANOR AVE / RIO LINDA BLVD;2;TRAFFIC-ACCIDENT INJURY;5400;10
09.01.2006 08:45;8557 MELVILLE DR;5;459 PC  BURGLARY RESIDENCE;2204;1
09.01.2006 08:49;BRUCEVILLE RD / CALVINE RD;5;TRAFFIC-ACCIDENT INJURY;5400;8
09.01.2006 08:58;5593 BRAMPTON WAY;1;10851(A)VC TAKE VEH W/O OWNER;2404;10
09.01.2006 09:00;720 9TH ST;3;290(A)(1)(D) FAIL TO REG-5 DAY;3699;4
09.01.2006 09:00;5041 WHITTIER DR;6;242 PC  BATTERY CIVILIAN;1313;9
09.01.2006 09:00;7000 FRANKLIN BLVD;5;484G(B) PC ACCESS CARD FRAUD;2605;7
09.01.2006 09:00;STOCKTON BLVD / BROADWAY;6;TOWED/STORED VEH-14602/6;7000;5
09.01.2006 09:06;ECKERT CT / EHRHARDT AVE;5;TRAFFIC-ACCIDENT-NON INJURY;5400;10
09.01.2006 09:06;MANDY DR / SALT CT;5;TOWED/STORED VEH-14602/6;7000;7
09.01.2006 09:15;BRUCEVILLE RD / JACINTO AVE;5;TOWED/STORED VEH-14602/6;7000;5
09.01.2006 09:15;39TH ST / BROADWAY;6;TOWED/STORED VEH-14602/6;7000;3
09.01.2006 09:18;BROADWAY / LA SOLIDAD WAY;6;TRAFFIC-ACCIDENT INJURY;5400;4
09.01.2006 09:30;3865 J ST;3;459 PC  BURGLARY VEHICLE;2299;3
09.01.2006 09:30;3109 CRANDALL AVE;2;459 PC  BURGLARY RESIDENCE;2204;5
09.01.2006 09:30;14TH AVE / POWER INN RD;6;459 PC  BURGLARY VEHICLE;2299;7
09.01.2006 09:30;2112 3RD ST;3;487(A) PC GRAND THEFT;2303;10
09.01.2006 09:34;3000 J ST;3;NON INJ HR/MAIL OUT REPORT;7000;1
09.01.2006 09:35;STOCKTON BLVD / BROADWAY;6;TOWED/STORED VEHICLE;7000;5
09.01.2006 09:40;4701 MACK RD;5;245(A)(1)AWDW/NO FIREARM/CIVIL;1315;9
09.01.2006 09:55;BROADWAY / 55TH ST;6;TOWED/STORED VEH-14602/6;7000;6
09.01.2006 09:58;2315 MOSSY BANK DR;1;273/6(A) PC VIO DV COURT ORDER;5007;1
09.01.2006 10:00;3913 CLAY ST;2;530/5 PC USE PERSONAL ID INFO;2604;2
09.01.2006 10:00;407 FLORIN RD;4;459 PC  BURGLARY VEHICLE;2299;7
09.01.2006 10:00;7723 REENEL WAY;5;459 PC  BURGLARY RESIDENCE;2204;9
09.01.2006 10:00;5905 RIVERSIDE BLVD;4;10851(A)VC TAKE VEH W/O OWNER;2404;7
09.01.2006 10:00;2526 0L ST;3;484 PC PETTY THEFT;2399;9
09.01.2006 10:00;CALVINE RD / JACINTO AVE;5;TOWED/STORED VEH-14602/6;7000;8
09.01.2006 10:00;1127 11TH ST;3;484 PC   PETTY THEFT/INSIDE;2308;3
09.01.2006 10:00;2527 O ST;3;484 PETTY THEFT CLOUT UNLOCKED;2305;9
09.01.2006 10:14;SAN RAFAEL CT / BROADWAY;6;TOWED/STORED VEH-14602/6;7000;8
09.01.2006 10:15;SITKA ST / DOS RIOS ST;3;TOWED/STORED VEHICLE;7000;5
09.01.2006 10:15;2570 24TH ST;4;484 PC   PETTY THEFT/INSIDE;2308;1
09.01.2006 10:30;2900 WEALD WAY;1;TOWED/STORED VEH-14602/6;7000;10
09.01.2006 10:32;JESSIE AVE / NORWOOD AVE;2;TOWED/STORED VEHICLE;7000;1
09.01.2006 10:41;3301 FONG RANCH RD;1;GANG ACTIVITY - I RPT;7000;3
09.01.2006 10:44;55TH ST / FRUITRIDGE RD;6;22435/2(A) BP POSS SHOP CART;2399;4
09.01.2006 11:00;6011 VALLEY VALE WAY;5;594(B)(2)(A) VANDALISM/ -$400;2999;10
09.01.2006 11:00;N D ST / DOS RIOS ST;3;TOWED/STORED VEHICLE;7000;1
09.01.2006 11:02;FOLSOM BLVD / 36TH ST;3;TRAFFIC-ACCIDENT-NON INJURY;5400;2
09.01.2006 11:08;8391 FOLSOM BLVD;3;TRAFFIC-ACCIDENT INJURY;5400;10
09.01.2006 11:12;5320 S LAND PARK DR;4;CASUALTY REPORT;7000;5
09.01.2006 11:30;2514 AUTUMN MEADOW AVE;1;487(A) GRAND THEFT-AUTO PARTS;2304;8
09.01.2006 11:35;EL CAMINO AVE / BUS 80 EB;2;NON INJ HR/MAIL OUT REPORT;7000;7
09.01.2006 11:45;24TH ST / J ST;3;TRAFFIC-ACCIDENT-NON INJURY;5400;6
09.01.2006 11:53;GRANDSTAFF DR / BAMFORD DR;5;GANG ACTIVITY - I RPT;7000;4
09.01.2006 11:59;YOUNG ST / STOCKTON BLVD;6;11377(A)HS POSS AMPHETAMINES;3572;8
09.01.2006 12:00;5016 0ROSE ST;2;484 PC PETTY THEFT;2399;4
09.01.2006 12:00;7700 SWEETBRIER WAY;5;MISSING PERSON;7000;4
09.01.2006 12:00;1025 ALHAMBRA BLVD;3;484 PC   PETTY THEFT/INSIDE;2308;3
09.01.2006 12:06;5009 BROADWAY;6;TOWED/STORED VEH-14602/6;7000;5
