cdatetime;address;district;crimedescr;ucr_ncic_code;severity
15.01.2006 17:30;420060 ARCHEAN WAY;5;459 PC  BURGLARY RESIDENCE;2204;1
15.01.2006 17:45;2815 FLORIN RD;4;475(C) PASS FORGED NOTE;252006;8
15.01.2006 18:00;POWER INN RD / FOLSOM BLVD;3;215(A) PC    CARJACKING;1212;1
15.01.2006 18:00;720 SUTLEY CIR;4;NON INJ HR/MAIL OUT REPORT;7000;8
15.01.2006 18:05;2530 TRACTION AVE;2;245(A)(2) AWDW/FIREARM/CIVILIA;1315;10
15.01.2006 18:05;685 EL CAMINO AVE;2;TERRORIST THREATS - I RPT;7000;3
15.01.2006 18:07;2006 063RD AVE;5;23152(A) VC DUI-ALCOHOL/DRUGS;5404;3
15.01.2006 18:25;7702 QUINBY WAY;5;5150 WI DANGER SELF/OTHERS;7000;8
15.01.2006 18:28;5021 46TH ST;6;459 PC  BURGLARY RESIDENCE;2204;10
15.01.2006 18:35;MANDY DR / SHINING STAR DR;5;POSSIBLE STOLEN PROPERTY-I RPT;7000;4
15.01.2006 19:00;3357 I ST;3;10851(A)VC TAKE VEH W/O OWNER;2404;4
15.01.2006 19:00;782006 0CENTER PKWY;5;484 PETTY THEFT/LICENSE PLATE;2399;7
15.01.2006 19:24;AUBURN BLVD / MARCONI CIR;2;647(F) PC DIP - DISORDERLY;5311;6
15.01.2006 19:30;2936 0TERILYN ST;3;10851(A)VC TAKE VEH W/O OWNER;2404;1
15.01.2006 19:44;4791 65TH ST;6;CHILD CUSTODY - I RPT;7000;2
15.01.2006 19:48;501 T ST;3;594(B)(2)(A)VANDALISM GRAF-400;2999;9
16.01.2006 00:00;6316 0GLORIA DR;4;MISCELLANEOUS I RPT (ZMISC);7000;8
16.01.2006 00:00;6 0HEALDSBURG CT;4;594(B)(2)(A) VANDALISM/ -$400;2999;8
16.01.2006 00:01;2721 I ST;3;10851(A)VC TAKE VEH W/O OWNER;2404;6
16.01.2006 00:01;1461 8TH AVE;4;459 PC  BURGLARY VEHICLE;2299;5
16.01.2006 00:01;2501 ATLAS AVE;4;LOST PROPERTY - I RPT;7000;2
16.01.2006 00:01;120060 LAKE FRONT DR;4;459 PC  BURGLARY VEHICLE;2299;6
16.01.2006 00:01;1921 OAK BLUFF WAY;1;484 PC PETTY THEFT;2399;2
16.01.2006 00:01;3356 0LA CADENA WAY;1;POSSIBLE FINANCIAL CRIME-I RPT;7000;1
16.01.2006 00:01;3917 DOWNEY WAY;6;484 PETTY THEFT/LICENSE PLATE;2399;5
16.01.2006 00:02;FREEPORT BLVD / FRUITRIDGE RD;4;496(A) RECEIVE STOLEN PROPERTY;2803;3
16.01.2006 00:07;1200 DIXIEANNE AVE;2;594(B)(2)(A)VANDALISM GRAF-400;2999;5
16.01.2006 00:10;ELEANOR AVE / GROVE AVE;2;215(A) PC    CARJACKING;1212;8
16.01.2006 00:35;DEER MEADOW DR / BLACK TAIL DR;5;148(A)(1)PC RESIST PEACE OFFCR;4801;2
16.01.2006 01:00;1948 OAK BLUFF WAY;1;594(B)(2)(A)VANDALISM GRAF-400;2999;1
16.01.2006 01:04;4810 ORTEGA ST;6;TOWED/STORED VEHICLE;7000;6
16.01.2006 01:15;2516 010TH AVE;4;487(A) PC GRAND THEFT;2303;10
16.01.2006 02:00;2108 ROCKBRIDGE RD;2;10851(A)VC TAKE VEH W/O OWNER;2404;9
16.01.2006 02:26;1617 T ST;3;NEIGHBORHOOD DISTURBANCE-I RPT;7000;4
16.01.2006 02:52;REDONDO AVE / EDGEWATER RD;2;2800/2(A) VC EVADING/RECKLESS;5499;4
16.01.2006 03:43;715 L ST;3;MISSING PERSON LOCATE O/S ASSI;7000;4
16.01.2006 04:00;2630 PRINCETON ST;2;459 PC  BURGLARY RESIDENCE;2204;9
16.01.2006 05:00;8008 BUTTE AVE;6;10851(A)VC TAKE VEH W/O OWNER;2404;3
16.01.2006 05:20;23 SMOKEY LEAF CT;2;10851(A)VC TAKE VEH W/O OWNER;2404;7
16.01.2006 05:30;14TH AVE / W RAILROAD AVE;6;20002(A) HIT/RUN;5401;3
16.01.2006 05:47;8210 ALPINE AVE;6;653M(A) PC OBSCENE/THREAT CALL;5309;1
16.01.2006 06:00;2958 BELDEN ST;2;10851(A)VC TAKE VEH W/O OWNER;2404;10
16.01.2006 06:39;30TH ST / P ST;3;TRAFFIC-ACCIDENT-NON INJURY;5400;8
16.01.2006 07:00;3109 OCCIDENTAL DR;3;10851(A)VC TAKE VEH W/O OWNER;2404;7
16.01.2006 07:00;8200 CENTER PKWY;5;1705 US DESTRUCT OF MAIL RECEP;2999;6
16.01.2006 07:00;4032 LOUGANIS WAY;5;MISSING PERSON;7000;7
16.01.2006 07:23;1329 N C ST;3;5150 WI DANGER SELF/OTHERS;7000;9
16.01.2006 07:45;7715 COLLEGE TOWN DR;3;HARASSMENT - I RPT;7000;10
16.01.2006 07:56;1115 11TH ST;3;12/52/030 SCC UNLAWFUL CAMPING;7399;1
16.01.2006 08:00;4326 0NORWOOD AVE;2;20002(A) HIT/RUN;5401;9
16.01.2006 08:00;819 POTOMAC AVE;1;594(B)(2)(A) VANDALISM/ -$400;2999;10
16.01.2006 08:00;4790 FRANKLIN BLVD;4;475(C) PASS FORGED NOTE;252006;1
16.01.2006 08:00;1900 11TH AVE;4;459 PC  BURGLARY VEHICLE;2299;9
16.01.2006 08:07;3011 J ST;3;459 PC  BURGLARY BUSINESS;2203;1
16.01.2006 08:12;1118 7TH ST;3;12/52/030 SCC UNLAWFUL CAMPING;7399;1
16.01.2006 08:30;5341 WHITTIER DR;6;484 PETTY THEFT/LICENSE PLATE;2399;1
16.01.2006 08:30;30TH ST / 13TH AVE;4;TRAFFIC-ACCIDENT-NON INJURY;5400;4
16.01.2006 08:39;820 RIVERVIEW CT;4;530/5 PC USE PERSONAL ID INFO;2604;4
16.01.2006 08:47;1005 12TH ST;3;GRAND THEFT - I RPT;7000;2
16.01.2006 08:48;8200 14TH AVE;6;10851 VC AUTO THEFT LOCATE;2404;1
16.01.2006 08:49;3630 3RD AVE;6;836/6(B) PC ESCAPE FROM ARREST;4999;6
16.01.2006 08:50;629 J ST;3;12/52/030 SCC UNLAWFUL CAMPING;7399;10
16.01.2006 09:00;5200 49TH ST;6;459 PC  BURGLARY RESIDENCE;2204;1
16.01.2006 09:08;5950 LAGUNA RANCH CIR;5;1705 US DESTRUCT OF MAIL RECEP;2999;9
16.01.2006 09:09;23 NAUTILUS CT;4;594(B)(2)(A)VANDALISM GRAF-400;2999;5
16.01.2006 09:20;2146 0SOUTH AVE;2;273/6(A) PC VIO DV COURT ORDER;5007;9
16.01.2006 09:30;2954 DEL PASO BLVD;2;MISSING PERSON;7000;10
16.01.2006 09:30;1116 015TH ST;3;594(B)(2)(A) VANDALISM/ -$400;2999;7
16.01.2006 09:31;27TH ST / V ST;3;TOWED/STORED VEHICLE;7000;4
16.01.2006 09:35;J ST / 3RD ST;3;12/52/030 SCC UNLAWFUL CAMPING;7399;1
16.01.2006 09:38;2686 0RINGGOLD ST;4;5150 WI DANGER SELF/OTHERS;7000;3
16.01.2006 09:45;1901 ARDEN WAY;2;10851(A)VC TAKE VEH W/O OWNER;2404;8
16.01.2006 10:04;3651 BUSINESS DR;6;TOWED/STORED VEHICLE;7000;6
16.01.2006 10:08;Q ST / 16TH ST;3;TRAFFIC-ACCIDENT-NON INJURY;5400;9
16.01.2006 10:13;26TH ST / V ST;3;TOWED/STORED VEHICLE;7000;7
16.01.2006 10:14;X ST / 19TH ST;4;TRAFFIC-ACCIDENT-NON INJURY;5400;5
16.01.2006 10:25;5550 S WATT AVE;6;243(E)1 BATTERY NONCOHAB SPOUS;1315;7
16.01.2006 10:34;33RD ST / C ST;3;TOWED/STORED VEHICLE;7000;7
16.01.2006 10:48;NEWMAN CT / CARLSON DR;3;211 PC  ROBBERY UNSPECIFIED;1299;7
16.01.2006 11:00;6391 LOCHINVAR WAY;5;422 PC THREAT/INTENT TO TERROR;1602;5
16.01.2006 11:00;3555 AUBURN BLVD;2;MISSING PERSON;7000;4
16.01.2006 11:00;5387 HALE CT;3;POSSIBLE STOLEN PROPERTY-I RPT;7000;9
16.01.2006 11:11;FRANKLIN BLVD / FLORIN RD;5;TOWED/STORED VEHICLE;7000;1
16.01.2006 11:15;1500 ARDEN WAY;2;10851(A)VC TAKE VEH W/O OWNER;2404;10
16.01.2006 11:30;2555 AUBURN BLVD;2;MISSING PERSON;7000;9
16.01.2006 11:43;1111 LOS ROBLES BLVD;2;242 PC  BATTERY CIVILIAN;1313;1
16.01.2006 11:45;3892 ROBINRIDGE WAY;5;MISSING PERSON;7000;8
16.01.2006 12:00;EL CAMINO AVE / BOXWOOD ST;2;3056 0PAROLE VIO - I RPT;7000;9
16.01.2006 12:00;2008 10TH ST;3;484 PETTY THEFT/LICENSE PLATE;2399;8
16.01.2006 12:00;7453 GREENHAVEN DR;4;MISSING PERSON;7000;3
16.01.2006 12:00;7453 GREENHAVEN DR;4;MISSING PERSON;7000;9
16.01.2006 12:00;8459 DARTFORD DR;5;POSSIBLE FINANCIAL CRIME-I RPT;7000;3
16.01.2006 12:05;2245 FLORIN RD;4;TRAFFIC-ACCIDENT INJURY;5400;1
16.01.2006 12:15;2335 BOXWOOD ST;2;ASSAULT WITH WEAPON - I RPT;7000;4
16.01.2006 12:29;1441 RICHARDS BLVD;3;THREATS - I RPT;7000;3
16.01.2006 12:30;2633 RIVERSIDE BLVD;4;NON INJ HR/MAIL OUT REPORT;7000;9
16.01.2006 13:00;6051 MACK RD;5;484 PC   PETTY THEFT/INSIDE;2308;9
16.01.2006 13:00;28TH ST / D ST;3;TRAFFIC-ACCIDENT INJURY;5400;6
16.01.2006 13:00;FRANKLIN BLVD / 12TH AVE;4;20002(A) HIT/RUN;5401;7
16.01.2006 13:00;9TH AVE / RIVERSIDE BLVD;4;459 PC  BURGLARY VEHICLE;2299;9
16.01.2006 13:09;5151 F ST;3;5150 WI DANGER SELF/OTHERS;7000;8
16.01.2006 13:21;2508 28TH AVE;4;243(E)1 BATTERY NONCOHAB SPOUS;1315;3
16.01.2006 13:30;4951 PRISCILLA LN;6;CASUALTY REPORT;7000;7
16.01.2006 13:30;RICHARDS BLVD / BERCUT DR;3;10851(A)VC TAKE VEH W/O OWNER;2404;5
16.01.2006 13:49;4316 08TH AVE;6;11351/5 HS POSS SALE RCK COCAI;3532;1
16.01.2006 13:51;7901 DEER LAKE DR;5;TOWED/STORED VEHICLE;7000;4
16.01.2006 13:52;1118 7TH ST;3;4140 BP  POSS OF HYPO NEEDLE;3599;8
16.01.2006 14:00;2958 S MEADOWS PL;5;MISSING PERSON;7000;6
16.01.2006 14:00;545 K ST;3;459 PC  BURGLARY VEHICLE;2299;9
16.01.2006 14:00;1510 ARDEN WAY;2;10851(A)VC TAKE VEH W/O OWNER;2404;1
16.01.2006 14:00;160 ALLAIRE CIR;1;POSSIBLE FINANCIAL CRIME-I RPT;7000;10
16.01.2006 14:02;1695 ARDEN WAY;2;484 PETTY THEFT-SHOPLIFT;2303;10
16.01.2006 14:14;1940 65TH ST;3;TRAFFIC-ACCIDENT-NON INJURY;5400;10
16.01.2006 14:24;HOLLYHURST WAY / VALLEY HI DR;5;TRAFFIC-ACCIDENT-NON INJURY;5400;1
16.01.2006 14:25;SOUTH AVE / NATOMA WAY;2;11357(B)HS POSS -28/5GR MARIJ;3562;6
16.01.2006 14:30;2200 ROYALE RD;2;594(B)(1)PC  VANDALISM +$400;2999;9
16.01.2006 14:30;6544 GOLF VIEW DR;4;484 PC   THEFT-LIC PLATE TABS;2399;4
16.01.2006 14:38;4127 DEER CROSS WAY;5;TOWED/STORED VEHICLE;7000;7
16.01.2006 14:40;4119 DEER CROSS WAY;5;TOWED/STORED VEHICLE;7000;6
16.01.2006 14:43;3825 ROSIN CT;1;10851 VC AUTO THEFT LOCATE;2404;9
16.01.2006 14:45;2001 POINT WEST WAY;2;487(A) GRAND THEFT-INSIDE;2308;7
16.01.2006 15:00;6366 0MACK RD;5;211 PC ROBBERY-PURSE SNATCH;1210;5
16.01.2006 15:00;1100 J ST;3;10851(A)VC TAKE VEH W/O OWNER;2404;9
16.01.2006 15:23;ARCADE BLVD / PONDEROSA LN;2;TRAFFIC-ACCIDENT-NON INJURY;5400;5
16.01.2006 15:35;34TH ST / 12TH AVE;6;211 PC  ROBBERY UNSPECIFIED;1299;5
16.01.2006 15:35;22ND AVE / 23RD ST;4;TOWED/STORED VEHICLE;7000;7
16.01.2006 15:51;FOLSOM BLVD / 65TH ST;3;TOWED/STORED VEH-14602/6;7000;10
16.01.2006 16:00;5351 47TH AVE;6;459 PC  BURGLARY RESIDENCE;2204;5
16.01.2006 16:00;2314 CASTRO WAY;4;459 PC  BURGLARY RESIDENCE;2204;6
16.01.2006 16:00;4825 DARLINGTON LN;1;484 PETTY THEFT/LICENSE PLATE;2399;7
16.01.2006 16:10;POWER INN RD / 14TH AVE;6;4462/5 VC FALSE TAB/AVOID REG;5499;10
16.01.2006 16:15;8101 COSUMNES RIVER BLVD;5;23152(B) VC DUI BA /08 OR MORE;5404;3
16.01.2006 16:15;RIVERSIDE BLVD / FLORIN RD;4;594(B)(1)PC  VANDALISM +$400;2999;6
16.01.2006 16:27;BEAUMONT ST / RIO LINDA BLVD;2;TRAFFIC-ACCIDENT INJURY;5400;10
16.01.2006 16:38;2948 LAND PARK DR;4;23152(A) VC DUI-ALCOHOL/DRUGS;5404;7
16.01.2006 16:38;COSUMNES RIVER BLVD / FRANKLIN BLVD;5;20001(A) VC HIT/RUN INJ/DEATH;5401;6
16.01.2006 16:42;WESTERN AVE / DANVILLE WAY;2;417(A)2) PC BRANDISH FIREARM;5212;5
16.01.2006 16:55;5924 LAGUNA RANCH CIR;5;MISSING PERSON;7000;7
16.01.2006 16:58;65TH STREET EXPY / FRUITRIDGE RD;6;TRAFFIC-ACCIDENT-NON INJURY;5400;4
16.01.2006 17:00;5330 STOCKTON BLVD;6;484 PETTY THEFT-SHOPLIFT;2303;2
16.01.2006 17:00;1936 0WHITMAN WAY;5;594(B)(1)PC  VANDALISM +$400;2999;5
16.01.2006 17:00;3220 LA SOLIDAD WAY;6;459 PC  BURGLARY RESIDENCE;2204;2
16.01.2006 17:00;2247 68TH AVE;5;484G(B) PC ACCESS CARD FRAUD;2605;8
16.01.2006 17:00;1919 19TH ST;3;594(B)(2)(A)VANDALISM GRAF-400;2999;5
16.01.2006 17:05;3026 0FLORIN RD;5;10851(A)VC TAKE VEH W/O OWNER;2404;2
16.01.2006 17:10;1912 I ST;3;459 PC  BURGLARY VEHICLE;2299;8
16.01.2006 17:21;5420 STOCKTON BLVD;6;11357(B)HS POSS -28/5GR MARIJ;3562;9
16.01.2006 17:24;3271 AZEVEDO DR;1;FALSE PERSONATION - I RPT;7000;3
16.01.2006 17:30;957 SHELLWOOD WAY;4;MISSING PERSON;7000;2
16.01.2006 17:30;6228 VENTURA ST;4;10851 VC AUTO THEFT LOCATE;2404;5
16.01.2006 17:44;STOCKTON BLVD / 34TH ST;3;TOWED/STORED VEHICLE;7000;6
16.01.2006 17:45;26TH ST / 2ND AVE;4;10851 VC AUTO THEFT LOCATE;2404;10
16.01.2006 17:47;8104 TORRENTE WAY;5;MISSING PERSON LOCATE O/S ASSI;7000;6
16.01.2006 18:00;1 CLAUSS CT;6;10851(A)VC TAKE VEH W/O OWNER;2404;7
16.01.2006 18:00;4049 FAWN CIR;5;MISSING PERSON;7000;3
16.01.2006 18:00;2691 RIVERSIDE BLVD;4;459 PC  BURGLARY VEHICLE;2299;6
16.01.2006 18:00;5630 FRANKLIN BLVD;4;594(B)(1)PC  VANDALISM +$400;2999;5
16.01.2006 18:00;8090 FOLSOM BLVD;3;484 PETTY THEFT-SHOPLIFT;2303;6
16.01.2006 18:00;211 30TH ST;3;484 PC  PETTY THEFT/ OUTSIDE;2309;7
16.01.2006 18:02;1657 NEIHART AVE;5;CASUALTY REPORT;7000;2
16.01.2006 18:27;3339 TAYLOR ST;2;459 PC  BURGLARY RESIDENCE;2204;4
16.01.2006 18:27;STOCKTON BLVD / 34TH ST;3;647(F) PC DIP - DISORDERLY;5311;8
16.01.2006 18:45;6007 WINDBREAKER WAY;5;5150 WI DANGER SELF/OTHERS;7000;9
16.01.2006 18:49;6643 VALLEY HI DR;5;243(E)1 BATTERY NONCOHAB SPOUS;1315;10
16.01.2006 18:54;2408 P ST;3;23152(A) VC DUI-ALCOHOL/DRUGS;5404;1
16.01.2006 19:00;2621 P ST;3;10851(A)VC TAKE VEH W/O OWNER;2404;4
16.01.2006 19:00;2509 P ST;3;10851(A)VC TAKE VEH W/O OWNER;2404;6
16.01.2006 19:10;OAKMONT ST / SANTIAGO AVE;2;TOWED/STORED VEH-14602/6;7000;2
16.01.2006 19:15;RIO LINDA BLVD / ELEANOR AVE;2;11364 HS POSS DRUG PARAPH;3599;4
16.01.2006 19:24;119 NEDRA CT;5;10851 VC AUTO THEFT LOCATE;2404;4
16.01.2006 19:34;WILKINSON ST / FRUITRIDGE RD;6;484G(B) PC ACCESS CARD FRAUD;2605;5
16.01.2006 19:35;SAN JUAN RD / TRUXEL RD;1;NON INJ HR/MAIL OUT REPORT;7000;2
16.01.2006 19:45;8940 POCKET RD;4;10851(A)VC TAKE VEH W/O OWNER;2404;1
16.01.2006 19:53;SHINING STAR DR / PHOENIX PARK DR;5;22435/2(A) BP POSS SHOP CART;2399;4
17.01.2006 00:00;2710 O ST;3;484 PETTY THEFT CLOUT UNLOCKED;2305;2
17.01.2006 00:01;1755 CREEKSIDE OAKS DR;1;484 PETTY THEFT/LICENSE PLATE;2399;2
17.01.2006 00:01;320066 0FREEPORT BLVD;4;GRAFFITI PROBLEMS- I RPT;7000;9
17.01.2006 00:01;1389 7TH AVE;4;487(A) GRAND THEFT-INSIDE;2308;7
17.01.2006 00:01;3053 NOTRE DAME DR;3;484 PC   PETTY THEFT/INSIDE;2308;1
17.01.2006 00:01;1821 VALLEJO WAY;4;484 PC  PETTY THEFT/ OUTSIDE;2309;1
17.01.2006 00:15;2828 AQUINO DR;1;10851(A)VC TAKE VEH W/O OWNER;2404;8
17.01.2006 00:19;EL CAMINO AVE / BOXWOOD ST;2;529 PC FALSE PERSONATION;2604;7
17.01.2006 00:21;1826 01/2 O ST;3;NEIGHBORHOOD DISTURBANCE-I RPT;7000;10
17.01.2006 00:24;2940 42ND ST;6;TRAFFIC-ACCIDENT-NON INJURY;5400;5
17.01.2006 00:30;5130 MONETTA LN;1;459 PC  BURGLARY VEHICLE;2299;9
17.01.2006 00:30;3659 FAR NIENTE WAY;1;10851(A)VC TAKE VEH W/O OWNER;2404;10
17.01.2006 00:50;24TH ST / FRUITRIDGE RD;4;TOWED/STORED VEH-14602/6;7000;2
17.01.2006 01:00;1509 EXPOSITION BLVD;2;459 PC  BURGLARY VEHICLE;2299;8
17.01.2006 01:03;12TH ST / J ST;3;TOWED/STORED VEH-14602/6;7000;9
17.01.2006 01:21;4451 GATEWAY PARK BLVD;1;211 PC ROBBERY-PURSE SNATCH;1210;9
17.01.2006 01:39;65 LA FRESA CT;5;TOWED/STORED VEH-14602/6;7000;1
17.01.2006 02:00;3555 AUBURN BLVD;2;MISSING PERSON;7000;1
17.01.2006 02:00;5341 MICHAEL WAY;4;10851(A)VC TAKE VEH W/O OWNER;2404;3
17.01.2006 02:19;2400 DEL PASO BLVD;2;11364 HS POSS DRUG PARAPH;3599;1
17.01.2006 02:30;555 DISPLAY WAY;2;459 PC  BURGLARY BUSINESS;2203;7
17.01.2006 02:42;3671 FRANKLIN BLVD;4;11364 HS POSS DRUG PARAPH;3599;3
17.01.2006 03:00;11 SUBURBAN CT;6;459 PC  BURGLARY VEHICLE;2299;4
17.01.2006 03:00;4895 STOCKTON BLVD;6;487(A) PC GRAND THEFT;2303;8
17.01.2006 03:10;3501 NORTHGATE BLVD;1;11377(A)HS POSS AMPHETAMINES;3572;2
17.01.2006 04:00;330 HAWKCREST CIR;1;459 PC  BURGLARY VEHICLE;2299;9
17.01.2006 04:34;2600 SAN FERNANDO WAY;4;PETTY THEFT - I RPT;7000;3
17.01.2006 04:54;717 34TH ST;3;TOWED/STORED VEHICLE;7000;7
17.01.2006 05:00;2342 WORSHAM AVE;4;459 PC  BURGLARY VEHICLE;2299;2
17.01.2006 05:18;BOXWOOD ST / EL CAMINO AVE;2;TOWED/STORED VEHICLE;7000;5
17.01.2006 05:45;2017 17TH ST;3;10851(A)VC TAKE VEH W/O OWNER;2404;10
17.01.2006 05:57;MEADOWVIEW RD / DETROIT BLVD;5;TRAFFIC-ACCIDENT INJURY;5400;5
17.01.2006 06:30;7684 19TH ST;5;459 PC  BURGLARY RESIDENCE;2204;9
17.01.2006 07:00;7257 MILFORD ST;5;10851(A)VC TAKE VEH W/O OWNER;2404;5
17.01.2006 07:00;2427 PRINCETON ST;2;459 PC  BURGLARY RESIDENCE;2204;9
17.01.2006 07:10;2704 D ST;3;TOWED/STORED VEHICLE;7000;3
17.01.2006 07:30;2851 UTAH AVE;5;594(B)(2)(A) VANDALISM/ -$400;2999;4
17.01.2006 07:30;3218 MARSHSONG AVE;1;MISSING PERSON;7000;2
17.01.2006 07:30;2825 50TH ST;6;484 PC   PETTY THEFT/INSIDE;2308;10
17.01.2006 07:36;1828 WOOLLEY WAY;2;TOWED/STORED VEHICLE;7000;6
17.01.2006 07:44;2037 ETHAN WAY;2;TOWED/STORED VEHICLE;7000;3
17.01.2006 08:00;I ST / 17TH ST;3;484 PETTY THEFT/LICENSE PLATE;2399;10
17.01.2006 08:00;6797 FRATES WAY;4;459 PC  BURGLARY RESIDENCE;2204;2
17.01.2006 08:00;3430 NORTHGATE BLVD;1;484G(B) PC ACCESS CARD FRAUD;2605;5
17.01.2006 08:00;2653 2ND AVE;4;484G(B) PC ACCESS CARD FRAUD;2605;2
17.01.2006 08:00;3200 TRUXEL RD;1;530/5 PC USE PERSONAL ID INFO;2604;1
17.01.2006 08:16;MACK RD / VALLEY HI DR;5;TOWED/STORED VEH-14602/6;7000;9
17.01.2006 08:30;4601 H ST;3;459 PC  BURGLARY VEHICLE;2299;5
17.01.2006 08:36;822006 0LA ALMENDRA WAY;5;TOWED/STORED VEHICLE;7000;2
17.01.2006 08:38;CATSKILL WAY / VERANO ST;2;TOWED/STORED VEHICLE;7000;5
17.01.2006 08:45;SAN JUAN RD / GUILLEMOT DR;1;TOWED/STORED VEHICLE;7000;2
17.01.2006 08:47;2604 53RD AVE;4;TOWED/STORED VEHICLE;7000;3
17.01.2006 08:50;2810 GATEWAY OAKS DR;1;11364 HS POSS DRUG PARAPH;3599;1
17.01.2006 08:56;740 HARRIS AVE;2;10851 VC AUTO THEFT LOCATE;2404;4
17.01.2006 08:59;422006 0VALLEY HI DR;5;TOWED/STORED VEHICLE;7000;5
17.01.2006 09:00;2801 L ST;3;MISSING PERSON I RPT;7000;5
17.01.2006 09:00;6220 WEATHERFORD WAY;5;459 PC  BURGLARY RESIDENCE;2204;4
17.01.2006 09:15;320066 0FREEPORT BLVD;4;GRAFFITI PROBLEMS- I RPT;7000;8
17.01.2006 09:22;40 TWIN LEAF CT;2;530/5 PC USE PERSONAL ID INFO;2604;2
17.01.2006 09:24;40 TWIN LEAF CT;2;530/5 PC USE PERSONAL ID INFO;2604;1
17.01.2006 09:29;FREEPORT BLVD / BIDWELL WAY;4;11357(B)HS POSS -28/5GR MARIJ;3562;6
17.01.2006 09:29;6400 JACINTO AVE;5;10851 VC AUTO THEFT LOCATE;2404;1
17.01.2006 09:31;3301 FONG RANCH RD;1;TOWED/STORED VEH-14602/6;7000;5
17.01.2006 09:32;2215 K ST;3;647(F) PC DIP - DISORDERLY;5311;5
17.01.2006 09:32;DAYTON ST / DEL PASO BLVD;2;TOWED/STORED VEHICLE;7000;6
17.01.2006 09:47;1250 WHITNEY AVE;3;587C PC EVADE PAYMENT RAILFARE;2699;8
17.01.2006 09:51;1936 0FRIENZA AVE;2;10851 VC AUTO THEFT LOCATE;2404;9
17.01.2006 09:53;6400 JACINTO AVE;5;TOWED/STORED VEHICLE;7000;10
17.01.2006 09:55;BAKER AVE / STOCKTON BLVD;6;647(B) PC   PROSTITUTION;4004;5
17.01.2006 09:55;4940 VIRGINIA WAY;4;211 PC ROBBERY-PURSE SNATCH;1210;8
17.01.2006 09:56;7901 LA RIVIERA DR;3;TOWED/STORED VEHICLE;7000;8
17.01.2006 09:57;2ND AVE / 35TH ST;6;TRAFFIC-ACCIDENT-NON INJURY;5400;7
17.01.2006 09:59;2633 RIVERSIDE BLVD;4;503 PC   EMBEZZLEMENT;2799;1
17.01.2006 10:00;7201 GLORIA DR;4;SUSP PERS-NO CRIME - I RPT;7000;7
17.01.2006 10:02;4400 TRUXEL RD;1;459 PC  BURGLARY VEHICLE;2299;10
17.01.2006 10:09;7901 LA RIVIERA DR;3;TOWED/STORED VEHICLE;7000;6
17.01.2006 10:25;8200 ELDER CREEK RD;6;TRAFFIC-ACCIDENT-NON INJURY;5400;4
17.01.2006 10:30;7703 CENTER PKWY;5;459 PC  BURGLARY RESIDENCE;2204;7
17.01.2006 10:45;2035 W EL CAMINO AVE;1;166(A)(4) WILFUL DISOBEY CT OR;5005;4
17.01.2006 10:55;6231 FRUITRIDGE RD;6;484 PETTY THEFT-SHOPLIFT;2303;5
17.01.2006 11:00;200 OPPORTUNITY ST;2;10851(A)VC TAKE VEH W/O OWNER;2404;5
17.01.2006 11:05;MEADOWVIEW RD / MANORSIDE DR;5;TRAFFIC-ACCIDENT INJURY;5400;6
17.01.2006 11:15;FRUITRIDGE RD / STOCKTON BLVD;6;647(B) PC   PROSTITUTION;4004;5
17.01.2006 11:15;E ST / 30TH ST;3;20002(A) HIT/RUN;5401;3
17.01.2006 11:30;HARRIS AVE / PERFORMANCE DR;2;10851(A)VC TAKE VEH W/O OWNER;2404;5
17.01.2006 11:30;320066 0FREEPORT BLVD;4;308(B) PC MINOR POSS TOBACCO;5599;5
17.01.2006 11:42;N BEND DR / ARROWBROOK AVE;1;10851 VC AUTO THEFT LOCATE;2404;2
17.01.2006 11:45;STOCKTON BLVD / DIAS AVE;6;647(B) PC   PROSTITUTION;4004;5
17.01.2006 11:47;8090 FOLSOM BLVD;3;211 PC  ROBBERY UNSPECIFIED;1299;5
17.01.2006 11:50;6719 MIDDLECOFF WAY;4;459 PC  BURGLARY RESIDENCE;2204;6
17.01.2006 11:55;7387 PATERO CIR;5;PERSON INFORMATION - I RPT;7000;1
17.01.2006 12:00;MARYSVILLE BLVD / ACACIA AVE;2;LOST PROPERTY - I RPT;7000;6
17.01.2006 12:00;194 CREEKSIDE CIR;5;MISSING PERSON;7000;7
17.01.2006 12:00;1600 VALLEJO WAY;4;GANG ACTIVITY - I RPT;7000;7
17.01.2006 12:00;1166 034TH AVE;4;484G(B) PC ACCESS CARD FRAUD;2605;8
17.01.2006 12:00;2730 STONECREEK DR;1;1708 US   THEFT OF MAIL;2310;7
17.01.2006 12:00;547 L ST;3;459 PC  BURGLARY VEHICLE;2299;10
17.01.2006 12:05;STOCKTON BLVD / LAWRENCE DR;6;TRAFFIC-ACCIDENT-NON INJURY;5400;4
17.01.2006 12:05;660 J ST;3;459 PC  BURGLARY BUSINESS;2203;7
17.01.2006 12:10;2250 68TH AVE;5;243/2(A)(1) BATT/SCHOOL INJURY;1315;1
17.01.2006 12:10;8TH ST / K ST;3;3056 0PAROLE VIO - I RPT;7000;3
17.01.2006 12:14;18TH ST / W ST;3;TRAFFIC-ACCIDENT-NON INJURY;5400;5
17.01.2006 12:15;3RD ST / J ST;3;MISCELLANEOUS I RPT (ZMISC);7000;2
